model_label	analysis	network	component	map_type	condition_contrast	design_contrast	contrast_name	direction	tested_covariate	participant	run	condition	dual_regression_label	stage2_beta
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-189	02	sham	subject00000	1.465826
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-189	01	rtpj	subject00001	2.204477
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-189	04	vlpfc	subject00002	1.267922
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-189	03	both	subject00003	2.111441
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-203	03	sham	subject00004	0.486164
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-203	04	rtpj	subject00005	0.238945
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-203	01	vlpfc	subject00006	1.146
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-203	02	both	subject00007	1.100718
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-207	02	sham	subject00008	0.925713
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-207	01	rtpj	subject00009	1.173563
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-207	04	vlpfc	subject00010	1.107539
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-207	03	both	subject00011	3.476717
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-208	04	sham	subject00012	1.262065
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-208	02	rtpj	subject00013	1.746918
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-208	03	vlpfc	subject00014	2.286871
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-208	01	both	subject00015	2.164436
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-209	01	sham	subject00016	0.614624
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-209	03	rtpj	subject00017	1.209172
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-209	02	vlpfc	subject00018	0.165234
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-209	04	both	subject00019	1.979997
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-210	03	sham	subject00020	0.572863
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-210	04	rtpj	subject00021	0.960825
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-210	01	vlpfc	subject00022	0.547387
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-210	02	both	subject00023	0.879223
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-211	04	sham	subject00024	0.031154
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-211	02	rtpj	subject00025	0.487223
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-211	03	vlpfc	subject00026	0.029206
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-211	01	both	subject00027	0.622555
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-213	01	sham	subject00028	1.611614
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-213	03	rtpj	subject00029	1.114819
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-213	02	vlpfc	subject00030	0.840328
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-213	04	both	subject00031	1.382227
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-214	04	sham	subject00032	1.70231
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-214	02	rtpj	subject00033	1.34824
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-214	03	vlpfc	subject00034	0.695089
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-214	01	both	subject00035	1.744448
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-215	02	sham	subject00036	0.098143
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-215	01	rtpj	subject00037	0.724812
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-215	04	vlpfc	subject00038	0.111155
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-215	03	both	subject00039	0.619218
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-217	03	sham	subject00040	1.230947
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-217	04	rtpj	subject00041	0.633169
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-217	01	vlpfc	subject00042	0.783332
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-217	02	both	subject00043	1.382965
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-218	01	sham	subject00044	1.970549
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-218	03	rtpj	subject00045	2.882622
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-218	02	vlpfc	subject00046	3.343473
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-218	04	both	subject00047	4.951897
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-219	04	sham	subject00048	1.136321
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-219	02	rtpj	subject00049	0.621892
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-219	03	vlpfc	subject00050	1.553026
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-219	01	both	subject00051	0.470568
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-220	02	sham	subject00052	1.012383
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-220	01	rtpj	subject00053	0.197312
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-220	04	vlpfc	subject00054	0.289373
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-220	03	both	subject00055	1.481826
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-221	02	sham	subject00056	0.181124
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-221	01	rtpj	subject00057	0.807162
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-221	04	vlpfc	subject00058	0.128346
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-221	03	both	subject00059	0.739994
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-222	03	sham	subject00060	0.015057
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-222	04	rtpj	subject00061	0.874823
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-222	01	vlpfc	subject00062	1.873652
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-222	02	both	subject00063	1.304904
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-225	04	sham	subject00064	2.158274
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-225	02	rtpj	subject00065	2.131214
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-225	03	vlpfc	subject00066	1.716135
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-225	01	both	subject00067	2.000278
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-226	03	sham	subject00068	0.877079
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-226	04	rtpj	subject00069	1.263158
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-226	01	vlpfc	subject00070	0.4108
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-226	02	both	subject00071	0.034576
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-227	02	sham	subject00072	2.530957
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-227	01	rtpj	subject00073	1.589456
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-227	04	vlpfc	subject00074	1.773376
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-227	03	both	subject00075	2.37118
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-228	01	sham	subject00076	0.671021
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-228	03	rtpj	subject00077	0.864421
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-228	02	vlpfc	subject00078	0.694832
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-228	04	both	subject00079	1.991919
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-230	01	sham	subject00080	1.018389
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-230	03	rtpj	subject00081	-0.035407
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-230	02	vlpfc	subject00082	0.191303
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-230	04	both	subject00083	1.15217
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-231	03	sham	subject00084	0.935589
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-231	04	rtpj	subject00085	1.003602
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-231	01	vlpfc	subject00086	0.289358
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-231	02	both	subject00087	2.099866
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-234	04	sham	subject00088	0.88711
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-234	02	rtpj	subject00089	0.595427
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-234	03	vlpfc	subject00090	0.117219
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-234	01	both	subject00091	0.588087
cov-fdmean-blink	smith09_denoised	lateral-visual	0003	beta	both-minus-vlpfc	C1	mean_pos	positive	intercept	sub-235	01	sham	subject00092	1.334532
