model_label	analysis	network	component	map_type	condition_contrast	design_contrast	contrast_name	direction	tested_covariate	participant	run	condition	dual_regression_label	stage2_beta
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	sub-189	02	sham	subject00000	-0.400515
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	sub-189	01	rtpj	subject00001	-0.560939
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	sub-189	04	vlpfc	subject00002	-0.099424
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	sub-189	03	both	subject00003	-0.029506
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	sub-203	03	sham	subject00004	-0.718461
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	sub-203	04	rtpj	subject00005	-1.10049
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	sub-203	01	vlpfc	subject00006	-0.378162
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	sub-203	02	both	subject00007	-0.831007
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	sub-207	02	sham	subject00008	-0.475041
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	sub-207	01	rtpj	subject00009	-0.882353
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	sub-207	04	vlpfc	subject00010	-0.913786
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	sub-207	03	both	subject00011	-0.745682
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	sub-208	04	sham	subject00012	0.617642
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	sub-208	02	rtpj	subject00013	-1.347336
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	sub-208	03	vlpfc	subject00014	-0.306381
