model_label	analysis	network	component	map_type	condition_contrast	design_contrast	contrast_name	direction	tested_covariate	participant	run	condition	dual_regression_label	stage2_beta
cov-fdmean-blink	smith09_denoised	ecn	0008	beta	both-minus-rtpj	C2	mean_neg	negative	intercept	sub-189	02	sham	subject00000	-0.441012
cov-fdmean-blink	smith09_denoised	ecn	0008	beta	both-minus-rtpj	C2	mean_neg	negative	intercept	sub-189	01	rtpj	subject00001	0.149576
cov-fdmean-blink	smith09_denoised	ecn	0008	beta	both-minus-rtpj	C2	mean_neg	negative	intercept	sub-189	04	vlpfc	subject00002	-0.533654
cov-fdmean-blink	smith09_denoised	ecn	0008	beta	both-minus-rtpj	C2	mean_neg	negative	intercept	sub-189	03	both	subject00003	-0.194401
cov-fdmean-blink	smith09_denoised	ecn	0008	beta	both-minus-rtpj	C2	mean_neg	negative	intercept	sub-203	03	sham	subject00004	-0.585888
cov-fdmean-blink	smith09_denoised	ecn	0008	beta	both-minus-rtpj	C2	mean_neg	negative	intercept	sub-203	04	rtpj	subject00005	-0.290343
cov-fdmean-blink	smith09_denoised	ecn	0008	beta	both-minus-rtpj	C2	mean_neg	negative	intercept	sub-203	01	vlpfc	subject00006	-0.799408
cov-fdmean-blink	smith09_denoised	ecn	0008	beta	both-minus-rtpj	C2	mean_neg	negative	intercept	sub-203	02	both	subject00007	-0.537095
cov-fdmean-blink	smith09_denoised	ecn	0008	beta	both-minus-rtpj	C2	mean_neg	negative	intercept	sub-207	02	sham	subject00008	-0.840054
cov-fdmean-blink	smith09_denoised	ecn	0008	beta	both-minus-rtpj	C2	mean_neg	negative	intercept	sub-207	01	rtpj	subject00009	0.22597
cov-fdmean-blink	smith09_denoised	ecn	0008	beta	both-minus-rtpj	C2	mean_neg	negative	intercept	sub-207	04	vlpfc	subject00010	-0.988872
cov-fdmean-blink	smith09_denoised	ecn	0008	beta	both-minus-rtpj	C2	mean_neg	negative	intercept	sub-207	03	both	subject00011	-1.406802
cov-fdmean-blink	smith09_denoised	ecn	0008	beta	both-minus-rtpj	C2	mean_neg	negative	intercept	sub-208	04	sham	subject00012	-0.514468
cov-fdmean-blink	smith09_denoised	ecn	0008	beta	both-minus-rtpj	C2	mean_neg	negative	intercept	sub-208	02	rtpj	subject00013	0.067301
cov-fdmean-blink	smith09_denoised	ecn	0008	beta	both-minus-rtpj	C2	mean_neg	negative	intercept	sub-208	03	vlpfc	subject00014	-0.251729
cov-fdmean-blink	smith09_denoised	ecn	0008	beta	both-minus-rtpj	C2	mean_neg	negative	intercept	sub-208	01	both	subject00015	-0.670071
cov-fdmean-blink	smith09_denoised	ecn	0008	beta	both-minus-rtpj	C2	mean_neg	negative	intercept	sub-209	01	sham	subject00016	-2.009916
cov-fdmean-blink	smith09_denoised	ecn	0008	beta	both-minus-rtpj	C2	mean_neg	negative	intercept	sub-209	03	rtpj	subject00017	-1.473675
cov-fdmean-blink	smith09_denoised	ecn	0008	beta	both-minus-rtpj	C2	mean_neg	negative	intercept	sub-209	02	vlpfc	subject00018	-1.285641
cov-fdmean-blink	smith09_denoised	ecn	0008	beta	both-minus-rtpj	C2	mean_neg	negative	intercept	sub-209	04	both	subject00019	-2.578452
cov-fdmean-blink	smith09_denoised	ecn	0008	beta	both-minus-rtpj	C2	mean_neg	negative	intercept	sub-210	03	sham	subject00020	0.064473
cov-fdmean-blink	smith09_denoised	ecn	0008	beta	both-minus-rtpj	C2	mean_neg	negative	intercept	sub-210	04	rtpj	subject00021	0.082757
cov-fdmean-blink	smith09_denoised	ecn	0008	beta	both-minus-rtpj	C2	mean_neg	negative	intercept	sub-210	01	vlpfc	subject00022	-0.341903
cov-fdmean-blink	smith09_denoised	ecn	0008	beta	both-minus-rtpj	C2	mean_neg	negative	intercept	sub-210	02	both	subject00023	-0.261666
cov-fdmean-blink	smith09_denoised	ecn	0008	beta	both-minus-rtpj	C2	mean_neg	negative	intercept	sub-211	04	sham	subject00024	0.017349
cov-fdmean-blink	smith09_denoised	ecn	0008	beta	both-minus-rtpj	C2	mean_neg	negative	intercept	sub-211	02	rtpj	subject00025	-0.282206
cov-fdmean-blink	smith09_denoised	ecn	0008	beta	both-minus-rtpj	C2	mean_neg	negative	intercept	sub-211	03	vlpfc	subject00026	-0.041478
cov-fdmean-blink	smith09_denoised	ecn	0008	beta	both-minus-rtpj	C2	mean_neg	negative	intercept	sub-211	01	both	subject00027	-0.505766
